OBJECTID,id,parent,name,type,address,POINT_X,POINT_Y,typecode,pcode,pname,citycode,cityname,adcode,adname,tel
565,BV10031631,[],威海路陕西北路(公交站),交通设施服务;公交车站;公交车站相关,49路,13520653.73,3662166.222,150700,310000,上海市,21,上海市,310106,静安区,
566,BV10030759,[],共康路(地铁站),交通设施服务;地铁站;地铁站,1号线,13519425.21,3674238.692,150500,310000,上海市,21,上海市,310106,静安区,
567,BV10384465,[],闸航路三鲁公路(公交站),交通设施服务;公交车站;公交车站相关,浦江19路,13529179.58,3635284.187,150700,310000,上海市,21,上海市,310112,闵行区,
568,BV10031490,[],瑞金一路淮海中路(公交站),交通设施服务;公交车站;公交车站相关,104路;24路;301路;304路;41路;955路,13521253.41,3661395.587,150700,310000,上海市,21,上海市,310101,黄浦区,
569,BV10031538,[],陕西南路延安中路(公交站),交通设施服务;公交车站;公交车站相关,104路;24路;301路;304路;41路,13520511.91,3661785.064,150700,310000,上海市,21,上海市,310106,静安区,
570,BV10031491,[],石门一路延安中路(公交站),交通设施服务;公交车站;公交车站相关,104路;301路;41路,13521210.11,3662156.068,150700,310000,上海市,21,上海市,310106,静安区,
571,BV10025654,[],延安中路石门一路(公交站),交通设施服务;公交车站;公交车站相关,01路;311路;沪商高速专线;沪商高速专线(上行),13521488.63,3661882.175,150700,310000,上海市,21,上海市,310106,静安区,
572,BV10039971,[],宋园路(地铁站),交通设施服务;地铁站;地铁站,10号线,13515530.92,3658299.995,150500,310000,上海市,21,上海市,310105,长宁区,
573,BV10031632,[],威海路石门一路(公交站),交通设施服务;公交车站;公交车站相关,23路;49路,13521120.94,3662248.365,150700,310000,上海市,21,上海市,310106,静安区,
574,BV10820972,[],姚虹路(地铁站),交通设施服务;地铁站;地铁站,15号线,13514931.91,3657648.671,150500,310000,上海市,21,上海市,310105,长宁区,
575,BV10024988,[],虹桥路宋园路(公交站),交通设施服务;公交车站;公交车站相关,149路;320路;72路;808路;855路,13515403.35,3658308.844,150700,310000,上海市,21,上海市,310105,长宁区,
576,BV10498930,[],共康路地铁站(公交站),交通设施服务;公交车站;公交车站相关,849路;862路;95路,13519481.09,3674065.776,150700,310000,上海市,21,上海市,310106,静安区,
577,BV10024967,[],姚虹路古羊路(公交站),交通设施服务;公交车站;公交车站相关,149路,13515197.41,3657711.004,150700,310000,上海市,21,上海市,310105,长宁区,
578,BV10031503,[],淮海中路瑞金二路(公交站),交通设施服务;公交车站;公交车站相关,146路内圈;911路;926路,13521206.99,3661146.052,150700,310000,上海市,21,上海市,310101,黄浦区,
579,BV10024987,[],姚虹路黄金城道(公交站),交通设施服务;公交车站;公交车站相关,149路,13515204.64,3657818.363,150700,310000,上海市,21,上海市,310105,长宁区,
