id,parent,name,type,address,POINT_X,POINT_Y,typecode,pcode,pname,citycode,cityname,adcode,adname,tel
BV10039808,[],大渡河路(地铁站),交通设施服务;地铁站;地铁站,13号线;15号线,121.394431,31.231752,150500,310000,上海市,21,上海市,310107,普陀区,
BV10025125,[],金沙江路泸定路(公交站),交通设施服务;公交车站;公交车站相关,1231路;216路;67路;765路;858路;94路,121.390274,31.23148,150700,310000,上海市,21,上海市,310107,普陀区,
BV10025126,[],金沙江路中江路(公交站),交通设施服务;公交车站;公交车站相关,1227路;216路;67路;765路;766路;837路;858路;876路;94路,121.393959,31.231663,150700,310000,上海市,21,上海市,310107,普陀区,
BV10030595,[],中江路同普路(公交站),交通设施服务;公交车站;公交车站相关,1227路;551路;739路;766路;858路;944路,121.392204,31.229267,150700,310000,上海市,21,上海市,310107,普陀区,
BV10025124,[],煤气站(公交站),交通设施服务;公交车站;公交车站相关,1231路;216路;67路;765路;94路,121.386726,31.231617,150700,310000,上海市,21,上海市,310107,普陀区,
BV10030797,[],怒江北路泸定路(公交站),交通设施服务;公交车站;公交车站相关,837路;876路;947路;948路;长征1路,121.390747,31.236063,150700,310000,上海市,21,上海市,310107,普陀区,
BV10031095,[],泸定路同普路(公交站),交通设施服务;公交车站;公交车站相关,1231路;858路;青泸线,121.388155,31.228633,150700,310000,上海市,21,上海市,310107,普陀区,
BV10030590,[],同普路泸定路(公交站),交通设施服务;公交车站;公交车站相关,739路;766路;846路;普陀社区巴士,121.390686,31.227687,150700,310000,上海市,21,上海市,310107,普陀区,
BV10031090,[],同普路中江路(公交站),交通设施服务;公交车站;公交车站相关,1231路;846路;858路;普陀社区巴士,121.390678,31.227686,150700,310000,上海市,21,上海市,310107,普陀区,
BV10448765,[],同普路大渡河路(公交站),交通设施服务;公交车站;公交车站相关,846路,121.393105,31.228033,150700,310000,上海市,21,上海市,310107,普陀区,
BV10339840,[],怒江北路大渡河路(公交站),交通设施服务;公交车站;公交车站相关,739路;837路;876路;947路;长征1路,121.395226,31.235693,150700,310000,上海市,21,上海市,310107,普陀区,
BV11285437,[],红梓路老年活动室(公交站),交通设施服务;公交车站;公交车站相关,红阳定班车,121.338264,30.903355,150700,310000,上海市,21,上海市,310116,金山区,
BV11285441,[],红梓路和尚桥(公交站),交通设施服务;公交车站;公交车站相关,红阳定班车,121.342834,30.905687,150700,310000,上海市,21,上海市,310116,金山区,
BX10019876,BV10039808,大渡河路地铁站3号口,交通设施服务;地铁站;出入口,13号线,121.393284,31.231425,150501,310000,上海市,21,上海市,310107,普陀区,
BX10019875,BV10039808,大渡河路地铁站5号口,交通设施服务;地铁站;出入口,13号线,121.395449,31.232238,150501,310000,上海市,21,上海市,310107,普陀区,
BX10016706,BV10039808,大渡河路地铁站1号口,交通设施服务;地铁站;出入口,13号线,121.395536,31.23209,150501,310000,上海市,21,上海市,310107,普陀区,
BX10016705,BV10039808,大渡河路地铁站4号口,交通设施服务;地铁站;出入口,13号线,121.393384,31.231928,150501,310000,上海市,21,上海市,310107,普陀区,
BV10026163,[],宝杨路(地铁站),交通设施服务;地铁站;地铁站,3号线,121.479574,31.395315,150500,310000,上海市,21,上海市,310113,宝山区,
BV10032394,[],七号门(公交站),交通设施服务;公交车站;公交车站相关,159路;302路;322路;345路;宝山87路,121.482635,31.391071,150700,310000,上海市,21,上海市,310113,宝山区,
BV10031458,[],宝杨路同济路(公交站),交通设施服务;公交车站;公交车站相关,302路;322路;345路;宝山15路;宝山29路;宝山5路,121.477554,31.394968,150700,310000,上海市,21,上海市,310113,宝山区,
BV11429895,[],涞泾路文浦路(公交站),交通设施服务;公交车站;公交车站相关,松江40路(地铁1号口方向);松江40路(地铁4号口方向),121.33941,31.112964,150700,310000,上海市,21,上海市,310117,松江区,
BV10745534,[],涞泾路涞亭南路(公交站),交通设施服务;公交车站;公交车站相关,松江40路(地铁1号口方向);松江40路(地铁4号口方向),121.343249,31.113691,150700,310000,上海市,21,上海市,310117,松江区,
BV10032726,[],涞亭南路姚北路(公交站),交通设施服务;公交车站;公交车站相关,1841路,121.344418,31.112882,150700,310000,上海市,21,上海市,310117,松江区,
BV10028376,[],姚北路沪亭南路(公交站),交通设施服务;公交车站;公交车站相关,,121.339709,31.109592,150700,310000,上海市,21,上海市,310117,松江区,
BV10029227,[],沪亭南路姚北路(公交站),交通设施服务;公交车站;公交车站相关,,121.337808,31.10941,150700,310000,上海市,21,上海市,310117,松江区,
BV11294929,[],沪亭南路涞泾路(公交站),交通设施服务;公交车站;公交车站相关,,121.335955,31.112769,150700,310000,上海市,21,上海市,310117,松江区,
BV10745533,[],涞亭南路涞泾路(公交站),交通设施服务;公交车站;公交车站相关,125路B线;1841路;松江40路(地铁1号口方向);松江40路(地铁4号口方向),121.344383,31.115793,150700,310000,上海市,21,上海市,310117,松江区,
BV11365274,[],航南公路地灵路(公交站),交通设施服务;公交车站;公交车站相关,,121.422804,30.920447,150700,310000,上海市,21,上海市,310120,奉贤区,
BV11446604,[],钜庭路庄行光明路(公交站),交通设施服务;公交车站;公交车站相关,奉贤16路,121.416415,30.921584,150700,310000,上海市,21,上海市,310120,奉贤区,
BV11446609,[],钜庭路光明庄行路(公交站),交通设施服务;公交车站;公交车站相关,奉贤16路,121.416228,30.922266,150700,310000,上海市,21,上海市,310120,奉贤区,
BV10027766,[],碧波路祖冲之路(公交站),交通设施服务;公交车站;公交车站相关,大桥六线;张江环线;浦东22路,121.58313,31.202536,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10033430,[],松涛路春晓路(公交站),交通设施服务;公交车站;公交车站相关,778路;浦东11路,121.585651,31.205842,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10566386,[],晨晖路碧波路(公交站),交通设施服务;公交车站;公交车站相关,161路;张江环线;浦东14路,121.585506,31.198407,150700,310000,上海市,21,上海市,310115,浦东新区,
BV11386447,[],张江地铁站(有轨电车站),交通设施服务;公交车站;电车站,张江有轨电车1路,121.585446,31.201071,150705,310000,上海市,21,上海市,310115,浦东新区,
BV10031484,[],淞滨路牡丹江路(公交站),交通设施服务;公交车站;公交车站相关,116路;508路;719路;728路;宝山21路;宝山5路,121.499001,31.374901,150700,310000,上海市,21,上海市,310113,宝山区,
BV10029536,[],淞滨路同泰路(公交站),交通设施服务;公交车站;公交车站相关,116路;90路,121.4976,31.374197,150700,310000,上海市,21,上海市,310113,宝山区,
BV10994368,[],吴淞长途客运站(公交站),交通设施服务;公交车站;公交车站相关,,121.499601,31.377005,150700,310000,上海市,21,上海市,310113,宝山区,
BV10034131,[],吴淞公交客运站(公交站),交通设施服务;公交车站;公交车站相关,宝山1路;宝山21路;宝山8路;水陆联运接驳2线(市区);申崇五线,121.50045,31.376667,150700,310000,上海市,21,上海市,310113,宝山区,
BV11400203,[],吴淞长途汽车站(公交站),交通设施服务;公交车站;公交车站相关,,121.500007,31.377107,150700,310000,上海市,21,上海市,310113,宝山区,
BV10381325,[],建国二组(公交站),交通设施服务;公交车站;公交车站相关,漕泾一路,121.406302,30.807209,150700,310000,上海市,21,上海市,310116,金山区,
BV10039830,[],高青路(地铁站),交通设施服务;地铁站;地铁站,6号线,121.515787,31.159907,150500,310000,上海市,21,上海市,310115,浦东新区,
BV10025942,[],板泉路云台路(公交站),交通设施服务;公交车站;公交车站相关,,121.512474,31.16273,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10384373,[],杨思路东明路(公交站),交通设施服务;公交车站;公交车站相关,583路,121.511536,31.16506,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10025950,[],云台路杨思路(公交站),交通设施服务;公交车站;公交车站相关,1012路(环线);583路;浦东80路,121.507729,31.16362,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10030732,[],海阳路云台路(公交站),交通设施服务;公交车站;公交车站相关,83路;三林1路,121.508576,31.159154,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10033059,[],东明路杨思路(公交站),交通设施服务;公交车站;公交车站相关,583路,121.511986,31.166315,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10030731,[],东明路海阳路(公交站),交通设施服务;公交车站;公交车站相关,83路;三林1路;浦东80路,121.515671,31.159016,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10037805,[],江山路洋浩路(公交站),交通设施服务;公交车站;公交车站相关,新临专线;申港3路;申港3路五七农场,121.86605,30.873043,150700,310000,上海市,21,上海市,310115,浦东新区,
BV11415944,[],港茂路汇港路(公交站),交通设施服务;公交车站;公交车站相关,自贸试验区洋山1线,121.875469,30.868581,150700,310000,上海市,21,上海市,310115,浦东新区,
BV11415934,[],港茂路洋浩路(公交站),交通设施服务;公交车站;公交车站相关,自贸试验区洋山1线,121.87589,30.868941,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10464523,[],罗北路钱陆路(公交站),交通设施服务;公交车站;公交车站相关,宝山89路,121.379891,31.452747,150700,310000,上海市,21,上海市,310113,宝山区,
BV10341826,[],新镇路富强街(公交站),交通设施服务;公交车站;公交车站相关,173路;753路;763路,121.360252,31.153212,150700,310000,上海市,21,上海市,310112,闵行区,
BV11419776,[],宝南路新镇路(公交站),交通设施服务;公交车站;公交车站相关,闵行33路A线,121.359848,31.152018,150700,310000,上海市,21,上海市,310112,闵行区,
BV10025852,[],新镇路宝南路(公交站),交通设施服务;公交车站;公交车站相关,173路;753路;763路;闵行33路A线,121.362951,31.149049,150700,310000,上海市,21,上海市,310112,闵行区,
BV11419777,[],宝南路七莘路(公交站),交通设施服务;公交车站;公交车站相关,闵行33路A线,121.356858,31.15026,150700,310000,上海市,21,上海市,310112,闵行区,
BV10025853,[],新镇路漕宝路(公交站),交通设施服务;公交车站;公交车站相关,173路;709路;739路;753路;763路,121.358078,31.156445,150700,310000,上海市,21,上海市,310112,闵行区,
BV10025749,[],漕宝路新镇路(公交站),交通设施服务;公交车站;公交车站相关,186路;198路;709路;735路;739路;763路;92路;沪松线,121.358612,31.157206,150700,310000,上海市,21,上海市,310112,闵行区,
BV11450053,[],亭林站(公交站),交通设施服务;公交车站;公交车站相关,南松专线,121.325182,30.894514,150700,310000,上海市,21,上海市,310116,金山区,
BV10038632,[],亭林小学(公交站),交通设施服务;公交车站;公交车站相关,亭林一路,121.318351,30.888251,150700,310000,上海市,21,上海市,310116,金山区,
BV10899322,[],车亭公路亭枫公路(公交站),交通设施服务;公交车站;公交车站相关,上石线;南车线;松卫专线;石车专线;红阳定班车;莘金专线;莲石专线;莲金专线;虹桥枢纽7路;金山203路,121.325127,30.8951,150700,310000,上海市,21,上海市,310116,金山区,
BV11536740,[],亭林小学(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,金漕线,121.31829,30.888377,150700,310000,上海市,21,上海市,310116,金山区,
BV11259844,[],大慈路亭升路(公交站),交通设施服务;公交车站;公交车站相关,红阳定班车;金山203路,121.318164,30.887543,150700,310000,上海市,21,上海市,310116,金山区,
BV11213905,[],社区文化中心(公交站),交通设施服务;公交车站;公交车站相关,亭林一路;亭林三路,121.318151,30.887539,150700,310000,上海市,21,上海市,310116,金山区,
BV10385384,[],红阳村(公交站),交通设施服务;公交车站;公交车站相关,南松专线,121.324319,30.897118,150700,310000,上海市,21,上海市,310116,金山区,
BV11263117,[],车亭公路红阳(公交站),交通设施服务;公交车站;公交车站相关,上石线;南车线;松卫专线;石车专线;莘金专线;莲石专线;虹桥枢纽7路,121.324301,30.897166,150700,310000,上海市,21,上海市,310116,金山区,
BV11542582,[],车亭公路亭枫公路(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,莲金专线,121.325182,30.894518,150700,310000,上海市,21,上海市,310116,金山区,
BV11526204,[],车亭公路红阳(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,莲金专线,121.32428,30.897235,150700,310000,上海市,21,上海市,310116,金山区,
BV11494926,[],长兴岛(地铁站),交通设施服务;地铁站;地铁站,(在建)崇明线一期,121.721227,31.38927,150500,310000,上海市,21,上海市,310151,崇明区,
BV10498373,[],前卫农场(公交站),交通设施服务;公交车站;公交车站相关,长兴2路;长兴4路,121.722397,31.388811,150700,310000,上海市,21,上海市,310151,崇明区,
BV10605391,[],亭枫公路新顺路(公交站),交通设施服务;公交车站;公交车站相关,南金线;朱卫专线(金山102路);莘金专线;莲金专线;虹桥枢纽8路;金漕线,121.222336,30.89526,150700,310000,上海市,21,上海市,310116,金山区,
BV10816842,[],高速招呼站(公交站),交通设施服务;公交车站;公交车站相关,朱松线,121.220924,30.895955,150700,310000,上海市,21,上海市,310116,金山区,
BV11484719,[],新顺路亭枫公路(公交站),交通设施服务;公交车站;公交车站相关,朱松线,121.22092,30.89602,150700,310000,上海市,21,上海市,310116,金山区,
BV11543621,[],亭枫公路新顺路(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,莲金专线,121.222109,30.895161,150700,310000,上海市,21,上海市,310116,金山区,
BV10029002,[],范桥(公交站),交通设施服务;公交车站;公交车站相关,,121.636559,31.056253,150700,310000,上海市,21,上海市,310115,浦东新区,
BV11503121,[],康新公路坦仁路(范桥)(公交站),交通设施服务;公交车站;公交车站相关,新场3路,121.636606,31.055734,150700,310000,上海市,21,上海市,310115,浦东新区,
BV10036870,[],平庄公路新排路(公交站),交通设施服务;公交车站;公交车站相关,南五线;南五线(区间),121.649918,30.892809,150700,310000,上海市,21,上海市,310120,奉贤区,
