id,parent,name,type,address,location,typecode,pcode,pname,citycode,cityname,adcode,adname,tel
B0FFGLW7V9,[],万福寺,风景名胜;风景名胜;寺庙道观,宝钱公路泉泾村,"121.138374,31.376494",110205,310000,上海市,021,上海市,310114,嘉定区,
B0FFL1QOSR,[],毛桥党建公园,风景名胜;公园广场;公园,霜竹公路155号西北60米,"121.253910,31.474808",110101,310000,上海市,021,上海市,310114,嘉定区,
B00155Q88P,[],菩提禅寺,风景名胜;风景名胜;寺庙道观,安亭镇永安街422号,"121.151323,31.298758",110205,310000,上海市,021,上海市,310114,嘉定区,
B0FFG6Y4RE,[],京城禅寺,风景名胜;风景名胜;寺庙道观,公塘子村附近,"121.168233,31.424405",110205,310000,上海市,021,上海市,310114,嘉定区,
B00156R4MG,[],药师殿,风景名胜;风景名胜;寺庙道观,葛隆村609号,"121.152322,31.391755",110205,310000,上海市,021,上海市,310114,嘉定区,
B00156E075,[],安亭耶稣堂,风景名胜;风景名胜;教堂,安亭镇蓬青东路116号,"121.139233,31.304445",110206,310000,上海市,021,上海市,310114,嘉定区,
B0FFLJU1YM,[],吴淞滨江公园,风景名胜;公园广场;公园,白虬江路(时代名邸二期南侧),"121.136865,31.277034",110101,310000,上海市,021,上海市,310118,青浦区,
B0FFKSQM5Z,[],上海市小滨江广场,风景名胜;公园广场;公园广场,上海市青浦区白鹤镇白虬江路附近,"121.133169,31.278107",110100,310000,上海市,021,上海市,310118,青浦区,
B0FFGPYSVT,[],永隆寺,风景名胜;风景名胜;寺庙道观,合付路与沙南西路交叉口东南100米,"121.409059,31.794230",110205,310000,上海市,021,上海市,310151,崇明区,
B0FFFHOQQ4,[],枫叶岛,风景名胜;公园广场;公园,廊华路,"121.175458,30.776325",110101,310000,上海市,021,上海市,310116,金山区,
B00156R2IJ,[],城隍庙,风景名胜;风景名胜;寺庙道观,廊下镇廊下大街24弄5号,"121.194415,30.786464",110205,310000,上海市,021,上海市,310116,金山区,
B0FFH104C4,[],琮璞文化苑,风景名胜;风景名胜;风景名胜|科教文化服务;文化宫;文化宫,Y610(廊华路),"121.164747,30.775758",110200|140800,310000,上海市,021,上海市,310116,金山区,
B0FFHD5NLP,[],天命堂,风景名胜;风景名胜;教堂,友好下塘街43号,"121.011746,30.885632",110206,310000,上海市,021,上海市,310116,金山区,
B0FFK0AB63,[],枫溪公园,风景名胜;公园广场;公园,枫泾镇新泾路45号,"121.017711,30.885558",110101,310000,上海市,021,上海市,310116,金山区,
B0FFFQZR67,[],廊下镇社区文化活动中心,科教文化服务;文化宫;文化宫,新村路28号,"121.194983,30.787117",140800,310000,上海市,021,上海市,310116,金山区,
B001576RJS,[],褚家栅天主堂,风景名胜;风景名胜;教堂,枫泾镇建安路168号,"121.077553,30.851607",110206,310000,上海市,021,上海市,310116,金山区,
B00156GCJ2,[],枫泾天主堂,风景名胜;风景名胜;教堂,枫泾镇农兴村庙港1007号,"121.022569,30.886899",110206,310000,上海市,021,上海市,310116,金山区,
B0GK45PQJ0,[],双庙村综合文化活动中心,商务住宅;住宅区;社区中心,[],"121.059145,30.852069",120304,310000,上海市,021,上海市,310116,金山区,
B0GKSDKKUI,[],梧桐禅寺,风景名胜;风景名胜;寺庙道观,枫泾镇新新村13组,"121.030676,30.829683",110205,310000,上海市,021,上海市,310116,金山区,
B001556VYJ,B001556VY1,枫泾镇社区文化活动中心,科教文化服务;文化宫;文化宫,枫泾镇枫丽路147号,"121.015597,30.886682",140800,310000,上海市,021,上海市,310116,金山区,
B0FFM5D4PT,[],沪西工人文化宫,科教文化服务;文化宫;文化宫,武宁路225号(近曹杨路),"121.420444,31.238538",140800,310000,上海市,021,上海市,310107,普陀区,
B0FFKSTRS6,[],弘御文化馆,政府机构及社会团体;社会团体;行业协会|科教文化服务;文化宫;文化宫,中山北路2911号中关村科技大厦辅楼518,"121.416627,31.240555",130407|140800,310000,上海市,021,上海市,310107,普陀区,
B0FFG95IV6,[],市民广场,风景名胜;公园广场;城市广场,松江新城园中路1号区政府南,"121.227676,31.029909",110105,310000,上海市,021,上海市,310117,松江区,
B00155LJNE,[],中央公园(上海市松江区人民政府北),风景名胜;公园广场;公园,园中路(松江区政府北侧),"121.226496,31.035423",110101,310000,上海市,021,上海市,310117,松江区,
B00155BG57,[],天主教上海教区大金家巷圣母无原罪堂,风景名胜;风景名胜;教堂,紫槐路80号,"121.561013,31.227624",110206,310000,上海市,021,上海市,310115,浦东新区,
B00156ZL21,B0FFGDPWSE,果园村社区文化活动服务中心,商务住宅;住宅区;社区中心,团厅路与宣大路交叉口东北150米,"121.730910,30.978036",120304,310000,上海市,021,上海市,310115,浦东新区,
B0FFG0QV8Y,[],浦江天主堂,风景名胜;风景名胜;教堂,浦锦街道浦锦路402号,"121.498148,31.077483",110206,310000,上海市,021,上海市,310112,闵行区,
B0HAYSZ85C,[],锦心园,风景名胜;公园广场;公园,江月路与浦锦路交叉口东南角,"121.497944,31.080216",110101,310000,上海市,021,上海市,310112,闵行区,
B0FFFRVKFF,[],浦锦绿地,风景名胜;公园广场;公园,北江燕路与浦锦路交叉口西北150米,"121.497636,31.079312",110101,310000,上海市,021,上海市,310112,闵行区,
B0FFGCEVEJ,[],上海新航社区服务总站,商务住宅;住宅区;社区中心,[],"121.462149,31.284565",120304,310000,上海市,021,上海市,310109,虹口区,
B0HDH6BWGX,[],英国邱园-微型植物园,风景名胜;公园广场;植物园,北沿公路东平国家森林公园北侧中国花卉博览园北园友好城市园,"121.474790,31.700485",110103,310000,上海市,021,上海市,310151,崇明区,
B0FFIUF9KS,[],港城广场,风景名胜;公园广场;城市广场|商务住宅;商务住宅相关;商务住宅相关,云鹃路78号,"121.927171,30.889523",110105|120000,310000,上海市,021,上海市,310115,浦东新区,
B001511181,[],金山广场,风景名胜;公园广场;城市广场,山阳镇金山大道2000号,"121.342617,30.740789",110105,310000,上海市,021,上海市,310116,金山区,
B0FFGVLKG3,[],临港青年林电机园,风景名胜;公园广场;公园,水华路300号,"121.887861,30.887064",110101,310000,上海市,021,上海市,310115,浦东新区,
B001507C83,[],宝山净寺,风景名胜;风景名胜;寺庙道观,罗店镇罗溪路518号(练祁河旁),"121.344382,31.418814",110205,310000,上海市,021,上海市,310113,宝山区,
B0FFFE7Y4U,[],惜福别院,风景名胜;风景名胜;寺庙道观,沪太路7258号,"121.336902,31.419355",110205,310000,上海市,021,上海市,310113,宝山区,
B0FFK5Q082,[],北城广场,风景名胜;公园广场;城市广场|商务住宅;商务住宅相关;商务住宅相关,乐高路与崧泽大道交叉口南50米,"121.240536,31.175318",110105|120000,310000,上海市,021,上海市,310118,青浦区,
B0FFHGFM7S,[],喷泉广场,风景名胜;公园广场;城市广场,哈雷路与祖冲之路交叉口西北100米,"121.602176,31.205830",110105,310000,上海市,021,上海市,310115,浦东新区,
B0FFLFPAZC,[],荣明区彩虹乡乡村学校少年宫,科教文化服务;文化宫;文化宫,新新路,"121.530448,31.582690",140800,310000,上海市,021,上海市,310151,崇明区,
B00155QN22,[],休闲广场-休闲广场-休闲广场,风景名胜;公园广场;城市广场,益江路,"121.632308,31.199234",110105,310000,上海市,021,上海市,310115,浦东新区,
B0FFFRTENK,[],集贤桥天主堂,风景名胜;风景名胜;教堂,张江高科技园区盛夏路666号,"121.628792,31.206578",110206,310000,上海市,021,上海市,310115,浦东新区,
B0FFHIWA8A,[],兴福寺,风景名胜;风景名胜;寺庙道观,浦锦街道浦瑞路2039弄60号,"121.481682,31.104215",110205,310000,上海市,021,上海市,310112,闵行区,
B00156F4HF,[],懿德村村民活动中心,商务住宅;住宅区;社区中心|体育休闲服务;休闲场所;休闲场所,三林镇懿德村林瞿路128号,"121.519019,31.120280",120304|080500,310000,上海市,021,上海市,310115,浦东新区,
B0G0GSJ1IE,[],沈家湾天主堂,风景名胜;风景名胜;教堂,[],"121.381281,31.674389",110206,310000,上海市,021,上海市,310151,崇明区,
B0FFF2FTB8,[],鲍家寺,风景名胜;风景名胜;寺庙道观,华星路465号,"121.768301,31.120131",110205,310000,上海市,021,上海市,310115,浦东新区,
B0FFLBV39M,B0FFG8C3Q7,上海之鱼泡泡公园,风景名胜;公园广场;公园,秀竹路(上海之鱼南侧约50米),"121.501478,30.926574",110101,310000,上海市,021,上海市,310120,奉贤区,
B001556RP9,[],大宏村社区服务中心,商务住宅;住宅区;社区中心,马陆镇横仓公路130号,"121.318949,31.370013",120304,310000,上海市,021,上海市,310114,嘉定区,
B0FFL6MKKD,[],天恩社区综合文化活动室,商务住宅;住宅区;社区中心,嘉美路与德园路交叉路口西侧(翔和雅苑),"121.299444,31.310244",120304,310000,上海市,021,上海市,310114,嘉定区,
B0GDDX02UW,[],阳光休闲广场,风景名胜;公园广场;城市广场,爱辉路(通河六村78-102号院北侧),"121.454735,31.332760",110105,310000,上海市,021,上海市,310113,宝山区,
B0FFL10X1F,[],晓游园,风景名胜;公园广场;公园,通河路326-328号附近,"121.448155,31.331101",110101,310000,上海市,021,上海市,310113,宝山区,
B00156DYAA,[],鹤坡园,风景名胜;公园广场;公园,新环西路新环南路交界处,"121.641999,31.014054",110101,310000,上海市,021,上海市,310115,浦东新区,
B00155P8YG,[],张家天主堂,风景名胜;风景名胜;教堂,康桥镇沿南村404号,"121.604342,31.123348",110206,310000,上海市,021,上海市,310115,浦东新区,
B0FFHMN4IV,[],浦东新区村(居)综合文化活动中心,商务住宅;住宅区;社区中心,老芦公路50号附近,"121.848414,30.877478",120304,310000,上海市,021,上海市,310115,浦东新区,
B00156F5M8,[],上海市金山区工人文化宫,科教文化服务;文化宫;文化宫,杭州湾大道601号海鸥大厦裙楼,"121.351850,30.729906",140800,310000,上海市,021,上海市,310116,金山区,
B0HADCED92,[],街心花园,风景名胜;公园广场;公园,沪亭南路东侧和松沪苑之间,"121.334815,31.115202",110101,310000,上海市,021,上海市,310117,松江区,
B0FFJSOAZ1,[],九科绿洲公园,风景名胜;公园广场;公园,中心路与姚北路交叉口北行400米,"121.32825,31.107894",110101,310000,上海市,021,上海市,310117,松江区,
B0HDD9CPEQ,[],九亭镇九亭公园,风景名胜;公园广场;公园,中心路(九科绿洲公园),"121.327225,31.108789",110101,310000,上海市,021,上海市,310117,松江区,
B00154DWXY,[],荟萃园,风景名胜;公园广场;公园,石化街道大堤路208号,"121.339743,30.709908",110101,310000,上海市,021,上海市,310116,金山区,
B0FFG8U95F,[],耶稣堂(奉永路),风景名胜;风景名胜;教堂,南奉公路与奉永路交叉口南200米,"121.566089,30.923403",110206,310000,上海市,021,上海市,310120,奉贤区,
B0G3DU30E7,[],青村书法公园,风景名胜;公园广场;公园,南奉公路与南明路交叉路口西侧(青村小镇东南侧),"121.575245,30.924285",110101,310000,上海市,021,上海市,310120,奉贤区,
B0FFGFJK29,[],保利绿地广场,风景名胜;公园广场;城市广场,长江路368号附近,"121.494870,31.350709",110105,310000,上海市,021,上海市,310113,宝山区,
B00156GQA4,B00155L3ZX,豫园街道社区文化活动中心(分部),政府机构及社会团体;政府机关;乡镇级政府及事业单位|商务住宅;住宅区;社区中心,梧桐路137号,"121.494235,31.226418",130105|120304,310000,上海市,021,上海市,310101,黄浦区,
B0GKG58LZE,[],上海市青浦区文化馆白鹤镇分馆,科教文化服务;文化宫;文化宫,[],"121.140721,31.255839",140800,310000,上海市,021,上海市,310118,青浦区,
B0FFG6B02G,B0015578QO,建华村社区活动中心,商务住宅;住宅区;社区中心,海蓝路11号,"121.349587,31.260018",120304,310000,上海市,021,上海市,310114,嘉定区,
B0FFLDR85H,[],城桥镇社区文化活动中心鳌山分中心,商务住宅;住宅区;社区中心,城桥镇长侯路90号,"121.463227,31.617113",120304,310000,上海市,021,上海市,310151,崇明区,
B0FFGJQA3I,[],基督教九亭聚汇点,风景名胜;风景名胜;教堂,九亭镇鹤诸路56号,"121.322905,31.135591",110206,310000,上海市,021,上海市,310117,松江区,
B0FFFE8ZT2,[],华漕村文化活动室,商务住宅;住宅区;社区中心|体育休闲服务;休闲场所;休闲场所,潘钱大道东(华漕村外来流动人口管理站西北),"121.324023,31.224760",120304|080500,310000,上海市,021,上海市,310112,闵行区,
B001556QAX,B00155L2DE,澄城公寓社区服务中心,商务住宅;住宅区;社区中心|生活服务;生活服务场所;生活服务场所,横仓公路2618号附近,"121.286020,31.358770",120304|070000,310000,上海市,021,上海市,310114,嘉定区,
B00156GEB6,[],南园,风景名胜;公园广场;公园,枫泾村路东50米,"121.138123,31.099054",110101,310000,上海市,021,上海市,310118,青浦区,
B00156NSL5,B001570APG,大华社区服务中心,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位|商务住宅;住宅区;社区中心,真华路1112号3层,"121.411685,31.278456",130106|120304,310000,上海市,021,上海市,310113,宝山区,
B00156EJJ8,[],法华学问寺,风景名胜;风景名胜;寺庙道观,华夏西路399号中环上中路隧道(耀龙路出口),"121.46822,31.14634",110205,310000,上海市,021,上海市,310115,浦东新区,
B00155HTVI,B00155PXU5,众安村社区文化活动服务中心,商务住宅;住宅区;社区中心|体育休闲服务;休闲场所;休闲场所,新奉公路1773弄133号附近,"121.652811,30.994517",120304|080500,310000,上海市,021,上海市,310115,浦东新区,
B0GRAU4JIZ,[],庄行公园,风景名胜;公园广场;公园,S325(南亭公路),"121.423927,30.904613",110101,310000,上海市,021,上海市,310120,奉贤区,
B0FFGR7C6V,[],西昌寺,风景名胜;风景名胜;寺庙道观,三林镇西林街131弄29号,"121.494567,31.133725",110205,310000,上海市,021,上海市,310115,浦东新区,
B0H6UCUZ25,[],湾南村活动广场,商务住宅;住宅区;社区中心,三双公路,"121.400255,31.648202",120304,310000,上海市,021,上海市,310151,崇明区,
B00156EL29,[],泗泾镇社区文化活动中心,科教文化服务;文化宫;文化宫,泗泾镇鼓浪路588号,"121.272337,31.115475",140800,310000,上海市,021,上海市,310117,松江区,
B0FFG8TS7C,[],玉树社区服务站,商务住宅;住宅区;社区中心,仓丰路82-96号,"121.212919,31.010490",120304,310000,上海市,021,上海市,310117,松江区,
B0015575G3,[],淮海社区之家,商务住宅;住宅区;社区中心|科教文化服务;文化宫;文化宫,马当路349号,"121.475551,31.213939",120304|140800,310000,上海市,021,上海市,310101,黄浦区,
B0FFFWTZE8,[],黄浦区文化馆,科教文化服务;文化宫;文化宫,重庆南路308号(近建国中路),"121.472180,31.209648",140800,310000,上海市,021,上海市,310101,黄浦区,
B0FFHP7M5X,[],淮海社区文化活动中心,科教文化服务;文化宫;文化宫,马当路349号,"121.475557,31.213912",140800,310000,上海市,021,上海市,310101,黄浦区,
B00155L2QO,[],四平科技公园,风景名胜;公园广场;公园,四平路1777,"121.506218,31.287646",110101,310000,上海市,021,上海市,310110,杨浦区,
B0FFH99DEV,[],新泾礼拜堂,风景名胜;风景名胜;教堂,哈密路西,"121.377373,31.218029",110206,310000,上海市,021,上海市,310105,长宁区,
B0FFLFBMNC,[],上海市基督教新泾礼拜堂,风景名胜;风景名胜;教堂,哈密路77号,"121.377277,31.217959",110206,310000,上海市,021,上海市,310105,长宁区,
B0FFLFTBLZ,B00155OWD4,浜东村社区文化活动室,商务住宅;住宅区;社区中心,浜东路,"121.502468,31.649917",120304,310000,上海市,021,上海市,310151,崇明区,
B0FFLFSTO0,[],浜东村综合文化活动中心,商务住宅;住宅区;社区中心,浜东路,"121.502472,31.649916",120304,310000,上海市,021,上海市,310151,崇明区,
B00156NXQH,[],石门二路社区文化活动中心,商务住宅;住宅区;社区中心,康定东路85号(泰兴路口),"121.456163,31.237351",120304,310000,上海市,021,上海市,310106,静安区,
B0FFH74PCF,B00151AD90,广中社区文化活动中心,商务住宅;住宅区;社区中心|科教文化服务;文化宫;文化宫,广中路123号,"121.477958,31.276361",120304|140800,310000,上海市,021,上海市,310109,虹口区,
B00155G6EO,[],不夜城绿地,风景名胜;公园广场;公园,华盛路213号,"121.460644,31.244666",110101,310000,上海市,021,上海市,310106,静安区,
B00155L4QM,[],九子公园,风景名胜;公园广场;公园,成都北路1018号,"121.464043,31.240519",110101,310000,上海市,021,上海市,310101,黄浦区,
B00155KJKK,[],蝴蝶湾花园,风景名胜;公园广场;公园,康定东路50号,"121.456649,31.237714",110101,310000,上海市,021,上海市,310106,静安区,
B0FFG4J8X8,[],世纪盛荟广场,商务住宅;楼宇;商务写字楼|风景名胜;公园广场;城市广场,新闸路532号(大田路交叉口)中国建筑西斯文里项目部,"121.460955,31.237004",120201|110105,310000,上海市,021,上海市,310106,静安区,
B0FFGE9JEH,[],大王庙,风景名胜;风景名胜;寺庙道观,大田路500-6号,"121.461522,31.238507",110205,310000,上海市,021,上海市,310106,静安区,
B0G2BL97SC,[],索德宫,风景名胜;风景名胜;寺庙道观,梅园路360号环龙商场F1,"121.456009,31.247147",110205,310000,上海市,021,上海市,310106,静安区,
B00155QN25,[],张衡公园,风景名胜;公园广场;公园,张衡路2380号(近益江路),"121.629705,31.193634",110101,310000,上海市,021,上海市,310115,浦东新区,
B0FFK5W154,[],马桥森林体育公园,风景名胜;公园广场;公园,曙光路东侧,"121.347480,31.029565",110101,310000,上海市,021,上海市,310112,闵行区,
B00155I8TW,[],石门二路街道社区服务中心,商务住宅;住宅区;社区中心,武定路52-54号,"121.457486,31.235840",120304,310000,上海市,021,上海市,310106,静安区,
B0FFFQQJO8,B0FFGTX0L2,普陀区妇女儿童活动指导中心,政府机构及社会团体;社会团体;妇联|科教文化服务;文化宫;文化宫,梅岭南路393弄曹杨五村426号,"121.408666,31.236414",130403|140800,310000,上海市,021,上海市,310107,普陀区,
B0FFL98YMK,[],云顶山园,风景名胜;公园广场;公园,吴杨东路313号附近,"121.303570,31.271012",110101,310000,上海市,021,上海市,310114,嘉定区,
B0FFKJPC4S,[],金桥新城社区综合文化活动室,商务住宅;住宅区;社区中心,佳高路88号附近,"121.605595,31.264671",120304,310000,上海市,021,上海市,310115,浦东新区,
B0FFK3G61U,[],普陀区妇女儿童活动指导中心,科教文化服务;文化宫;文化宫,梅岭南路399号附近,"121.409724,31.236869",140800,310000,上海市,021,上海市,310107,普陀区,
B00155M0AU,B00155IVZ7,华东师范大学中山北路校区影视文化中心,科教文化服务;传媒机构;传媒机构|科教文化服务;文化宫;文化宫,长风新村,"121.408192,31.228387",141100|140800,310000,上海市,021,上海市,310107,普陀区,
B0FFGIQAZY,[],曹杨社区文化活动中心,商务住宅;住宅区;社区中心|科教文化服务;文化宫;文化宫,曹杨新村街道杏山路317号,"121.406348,31.236441",120304|140800,310000,上海市,021,上海市,310107,普陀区,
B00155NDIR,[],长宁区北新泾街道社区文化中心,商务住宅;住宅区;社区中心|科教文化服务;文化宫;文化宫,新泾一村144号,"121.369358,31.217623",120304|140800,310000,上海市,021,上海市,310105,长宁区,
B001547C97,[],松江工人文化宫,科教文化服务;文化宫;文化宫,中山中路364号,"121.230190,31.007152",140800,310000,上海市,021,上海市,310117,松江区,
B00157I3FE,B001559TUC,虹梅社区生活服务中心,商务住宅;住宅区;社区中心,虹梅路2091-2105号,"121.395619,31.173455",120304,310000,上海市,021,上海市,310104,徐汇区,
B001573FFI,[],大星文化公园,风景名胜;公园广场;公园,合庆镇勤奋村朝勤路160号,"121.719387,31.22179",110101,310000,上海市,021,上海市,310115,浦东新区,
B00156R4IF,[],奉贤区基督教洪庙鸿恩堂,风景名胜;风景名胜;教堂,洪柴路西50米,"121.685579,30.932314",110206,310000,上海市,021,上海市,310120,奉贤区,
B0G3ZSRGIH,[],江航知秋园,风景名胜;公园广场;公园,江航南路与浦航路交叉口西南角,"121.536725,31.040840",110101,310000,上海市,021,上海市,310112,闵行区,
B0FFGTF463,[],宝翔社区综合文化活动室,科教文化服务;文化宫;文化宫,仲秋路与宝翔路交叉口东南100米,"121.319653,31.309775",140800,310000,上海市,021,上海市,310114,嘉定区,
B001508146,[],报国寺,风景名胜;风景名胜;寺庙道观,朱家角镇西淀山湖畔淀峰村452号,"120.981409,31.089699",110205,310000,上海市,021,上海市,310118,青浦区,
B001508145,[],玉佛功德园,风景名胜;风景名胜;寺庙道观,朱家角镇西淀山湖畔淀峰村452号报国寺内,"120.982108,31.090184",110205,310000,上海市,021,上海市,310118,青浦区,
B0FFLID8LY,[],消防街角主题公园,风景名胜;公园广场;公园,曹路镇金海路与凌空路交汇处西北侧,"121.686921,31.272222",110101,310000,上海市,021,上海市,310115,浦东新区,
B0FFMHA1RO,B0FFF0JUD7,上海海事大学海馨广场,风景名胜;公园广场;城市广场,南汇新城海港大道1550号,"121.901731,30.875294",110105,310000,上海市,021,上海市,310115,浦东新区,
B0FFH5IZ35,[],南京西路街道社区生活服务中心,商务住宅;住宅区;社区中心,茂名北路升平街33-39号,"121.461291,31.225192",120304,310000,上海市,021,上海市,310106,静安区,
B00156NWK2,[],闸北文化艺术中心,科教文化服务;文化宫;文化宫,中兴路1111号(近共和新路),"121.464528,31.252658",140800,310000,上海市,021,上海市,310106,静安区,
B0FFHR86WA,[],社区活动文化中心,科教文化服务;文化宫;文化宫,沪太路150号四楼前台天目西路,"121.456250,31.253372",140800,310000,上海市,021,上海市,310106,静安区,
B00156EPTR,[],天目西社区文化活动中心(中华新路),科教文化服务;文化宫;文化宫,沪太路150号天目西社区文化活动中心二层,"121.456262,31.253488",140800,310000,上海市,021,上海市,310106,静安区,
B00156D58V,B00155PVG0,康桥镇沔青村社区公共服务中心,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位|商务住宅;住宅区;社区中心,康桥镇川周公路2686号,"121.636911,31.150571",130106|120304,310000,上海市,021,上海市,310115,浦东新区,
B0FFGBBV3F,[],九亭镇社区文化活动中心,商务住宅;住宅区;社区中心|科教文化服务;文化宫;文化宫,九亭镇易富路25号,"121.333153,31.116796",120304|140800,310000,上海市,021,上海市,310117,松江区,
B0FFH15U1C,[],联洋社区,商务住宅;住宅区;社区中心,紫槐路120号,"121.561483,31.226834",120304,310000,上海市,021,上海市,310115,浦东新区,
B0FFKU5XRF,[],枣阳公园,风景名胜;公园广场;公园,枣阳路226号,"121.403363,31.235255",110101,310000,上海市,021,上海市,310107,普陀区,
B00155R0AQ,[],天主教上海教区怒江路圣母圣心堂,风景名胜;风景名胜;教堂,怒江路638号,"121.398350,31.236876",110206,310000,上海市,021,上海市,310107,普陀区,
B0G2G5MOGP,[],陆莲寺,风景名胜;风景名胜;寺庙道观,宣桥镇光明村金光8组2422号,"121.731569,31.079465",110205,310000,上海市,021,上海市,310115,浦东新区,
B0FFL1EDYZ,[],柘林公园,风景名胜;公园广场;公园,[],"121.467860,30.866390",110101,310000,上海市,021,上海市,310120,奉贤区,
B00155L34D,[],工农公园,风景名胜;公园广场;公园,包头路929号(近殷行路),"121.537725,31.325758",110101,310000,上海市,021,上海市,310110,杨浦区,
B0FFKE2I0J,[],星火公园,风景名胜;公园广场;公园,海湾镇莲塘路明城路,"121.563814,30.853800",110101,310000,上海市,021,上海市,310120,奉贤区,
B0FFM8VEUQ,[],西校村群众文化活动中心,商务住宅;住宅区;社区中心,西校村1132,"121.401056,30.933491",120304,310000,上海市,021,上海市,310120,奉贤区,
B0FFL8H9FL,[],贝港河公园,风景名胜;公园广场;公园广场,江海南路(桥东新村东侧约150米),"121.467979,30.861001",110100,310000,上海市,021,上海市,310120,奉贤区,
B0FFKS1002,[],大洪村家门口服务中心,商务住宅;住宅区;社区中心,川南奉公路716号,"121.739906,31.189117",120304,310000,上海市,021,上海市,310115,浦东新区,
B0FFHRXBHS,[],阳光家园,商务住宅;住宅区;社区中心,冬融路与张杨北路交叉口东北50米,"121.588399,31.332863",120304,310000,上海市,021,上海市,310115,浦东新区,
B0FFHFV91I,[],蔡家桥天主堂,风景名胜;风景名胜;教堂,新场镇祝桥村655号,"121.678395,31.064543",110206,310000,上海市,021,上海市,310115,浦东新区,
B00156ZKWD,[],风铃绿地,风景名胜;公园广场;公园,北翟路456号,"121.370564,31.222267",110101,310000,上海市,021,上海市,310105,长宁区,
B0FFIXQREF,[],金龙绿地广场,风景名胜;公园广场;城市广场,沈浦泾南路与金龙新街交叉口东北150米,"121.175087,30.887024",110105,310000,上海市,021,上海市,310116,金山区,
B0FFGJPLYT,[],新庵观世音菩萨,风景名胜;风景名胜;寺庙道观,甘德路100号附近,"121.198229,30.964276",110205,310000,上海市,021,上海市,310117,松江区,
B0FFHO5HG8,B00155PVG1,川沙新镇民义村社区文化活动服务中心,商务住宅;住宅区;社区中心,民义村800号西北方向90米,"121.698786,31.127897",120304,310000,上海市,021,上海市,310115,浦东新区,
B00155BMZ2,[],五角场街道社区文化活动中心,科教文化服务;文化宫;文化宫,政化路257号,"121.510187,31.293286",140800,310000,上海市,021,上海市,310110,杨浦区,
B0FFHO0OYU,[],五角场社区文化活动中心,科教文化服务;文化宫;文化宫,政化路257号,"121.510906,31.293297",140800,310000,上海市,021,上海市,310110,杨浦区,
B00152D601,B0FFGCF0T1,江苏路街道社区生活服务中心,商务住宅;住宅区;社区中心,江苏路563弄8号,"121.433127,31.215810",120304,310000,上海市,021,上海市,310105,长宁区,
B001571LA9,[],利西居民区综合文化活动室,商务住宅;住宅区;社区中心|体育休闲服务;休闲场所;休闲场所,利西路230号,"121.427530,31.214777",120304|080500,310000,上海市,021,上海市,310105,长宁区,
B0GUAM9LY0,[],培灶施家天主堂,风景名胜;风景名胜;教堂,祝桥镇祝西村,"121.737185,31.108421",110206,310000,上海市,021,上海市,310115,浦东新区,
B0FFG406S2,[],曹杨社区文化家园,商务住宅;住宅区;社区中心,花溪路199号,"121.407857,31.237734",120304,310000,上海市,021,上海市,310107,普陀区,
B0HA9U85J5,[],街心花园,风景名胜;公园广场;公园,虹桥路与中山西路路口西北角,"121.415322,31.196528",110101,310000,上海市,021,上海市,310105,长宁区,
B0FFF000YD,[],金山区漕泾镇湖护塘村青年活动中心,科教文化服务;文化宫;文化宫,护塘村邓桥1518,"121.381150,30.793586",140800,310000,上海市,021,上海市,310116,金山区,
B0FFH7W08M,[],金杨科普公园,风景名胜;公园广场;公园,枣庄路319号,"121.574206,31.25543",110101,310000,上海市,021,上海市,310115,浦东新区,
B0FFL4D7BY,[],夕阳红老年人服务广场,风景名胜;公园广场;城市广场,祥安路49号附近,"121.814019,30.960299",110105,310000,上海市,021,上海市,310115,浦东新区,
B00155QRI5,[],高境镇社区文化活动中心,商务住宅;住宅区;社区中心,高境镇共康东路129号,"121.461417,31.323324",120304,310000,上海市,021,上海市,310113,宝山区,
B001538FC1,B00151491B,临汾社区文化活动中心,商务住宅;住宅区;社区中心,保德路177-183号,"121.463335,31.318151",120304,310000,上海市,021,上海市,310106,静安区,
B0FFGO3A76,B0FFG94W78,希望社区文体服务中心,商务住宅;住宅区;社区中心,马陆镇双单路1499号,"121.252777,31.327170",120304,310000,上海市,021,上海市,310114,嘉定区,
B0FFH8I7B8,[],体汇+名都体育公园,风景名胜;公园广场;公园,虹桥镇红松东路620号,"121.398873,31.189377",110101,310000,上海市,021,上海市,310112,闵行区,
B0FFG4J3QP,[],斜土社区文化活动中心(大木桥路),科教文化服务;文化宫;文化宫,大木桥路459附近,"121.463141,31.195661",140800,310000,上海市,021,上海市,310104,徐汇区,
B0FFGJQAH1,[],西木北居委综合文化活动室,科教文化服务;文化宫;文化宫,小木桥路与斜土路交叉口南200米,"121.458245,31.195521",140800,310000,上海市,021,上海市,310104,徐汇区,
B0FFM9JOHI,B00155QMX6,松江南站站前广场,风景名胜;公园广场;城市广场,[],"121.229892,30.983555",110105,310000,上海市,021,上海市,310117,松江区,
B0FFH95UFH,[],华翔绿地,风景名胜;公园广场;公园,申昆路291号,"121.328422,31.172526",110101,310000,上海市,021,上海市,310112,闵行区,
B00155QXTH,B0FFHSRXJC,梅赛德斯-奔驰文化中心,科教文化服务;文化宫;文化宫,世博大道1200号,"121.493413,31.188821",140800,310000,上海市,021,上海市,310115,浦东新区,
