POINT_X,POINT_Y,ID_1,dist_hospital,dist_transit,env_count_2km,hospital_dist_norm,transit_dist_norm,env_count_norm,AS,HES,CSQI
13523277.98,3662894.204,131,0.0,75.25617582652373,48,0.0,0.07264087645371937,0.9411764705882353,0.9782077370638842,0.9411764705882353,0.9670983571211895
13526387.24,3655963.328,132,44.97500106764944,27.585063277037882,17,0.027805386346177158,0.02662642834914165,0.3333333333333333,0.9725483010529334,0.3333333333333333,0.7807838107370534
13526726.88,3661982.41,133,0.0,150.68288123016004,24,0.0,0.14544635624805086,0.47058823529411764,0.9563660931255846,0.47058823529411764,0.8106327357761445
13510576.43,3659609.383,134,198.84964074636468,404.8486217847287,20,0.12293698620339295,0.3907793399615997,0.39215686274509803,0.796710307669145,0.39215686274509803,0.6753442741919309
13528473.48,3666660.689,135,147.84657823576,227.09369365946108,23,0.09140480556347583,0.21920174342318438,0.45098039215686275,0.8702561130786116,0.45098039215686275,0.7444733968020869
13565323.02,3620410.326,136,0.0,207.62228324540305,2,0.0,0.20040700262307123,0.0392156862745098,0.9398778992130785,0.0392156862745098,0.6696792353315079
13538543.89,3654893.842,137,1040.2288296854408,392.14400185316856,5,0.6431120358247293,0.37851623043332283,0.09803921568627451,0.4362667057926926,0.09803921568627451,0.3347984587607672
13535561.97,3669284.772,138,41.11062890533961,315.45463474224715,9,0.025416273318768563,0.3044919688968368,0.17647058823529413,0.8908610180078109,0.17647058823529413,0.6765438890760559
13518080.36,3661909.121,139,272.70834868777195,265.8957728811157,45,0.1685994622587298,0.2566553744631798,0.8823529411764706,0.8049837640799351,0.8823529411764706,0.8281945172088958
13521360.39,3658305.59,140,0.0,155.41718957647225,23,0.0,0.15001613811513678,0.45098039215686275,0.9549951585654589,0.45098039215686275,0.80379072864288
13512324.14,3663182.701,141,314.2224142291313,278.7715405290221,13,0.19426515661728572,0.2690836839897545,0.2549019607843137,0.7832892851709735,0.2549019607843137,0.6247730878549755
13539085.68,3649421.274,142,141.15095784338547,358.30898503382065,0,0.08726529900610452,0.34585704665750405,0.0,0.8351571766984756,0.0,0.5846100236889329
13556260.61,3635897.959,143,237.69876671237492,188.34643536766995,6,0.14695510584882454,0.18180102817846494,0.11764705882352941,0.8425911174522833,0.11764705882352941,0.6251078998636571
13511465.31,3662576.292,144,0.0,499.4292991047147,16,0.0,0.4820731536673015,0.3137254901960784,0.8553780538998095,0.3137254901960784,0.6928822847886901
13514548.97,3658652.934,145,70.0762676242587,34.347907126465564,21,0.04332401664782118,0.033154250141129785,0.4117647058823529,0.9597269133041861,0.4117647058823529,0.7953382510776361
13554364.17,3638887.367,146,0.0,258.7850876221077,11,0.0,0.24979179943125754,0.21568627450980393,0.9250624601706227,0.21568627450980393,0.712249604472377
13529134.16,3654820.595,147,156.3758577559996,78.42489400641162,10,0.09667795523962754,0.07569947547624324,0.19607843137254902,0.9096155886893877,0.19607843137254902,0.6955544414943361
13553527.27,3632285.52,148,8.564996731048133,221.64377881812663,2,0.0052952315176673,0.21394122378709177,0.0392156862745098,0.9321109708015053,0.0392156862745098,0.6642423854434065
13514361.07,3653807.408,149,0.0,263.92875937309697,10,0.0,0.2547567185236572,0.19607843137254902,0.9235729844429028,0.19607843137254902,0.7053246185217966
13521602.51,3665115.388,150,0.0,392.60355712779534,34,0.0,0.37895981526288913,0.6666666666666666,0.8863120554211332,0.6666666666666666,0.8204184387947931
13553718.52,3647096.56,151,0.0,453.6714765434774,9,0.0,0.43790550497991554,0.17647058823529413,0.8686283485060253,0.17647058823529413,0.660981020424806
13529297.8,3673294.394,152,0.0,24.11512448611055,7,0.0,0.023277076721246633,0.13725490196078433,0.993016876983626,0.13725490196078433,0.7362882844767734
13513586.39,3667376.044,153,0.0,376.0715552243235,12,0.0,0.3630023327757243,0.23529411764705882,0.8910993001672827,0.23529411764705882,0.6943577454112154
13517695.08,3653673.155,154,0.0,243.37083016650766,19,0.0,0.2349132175851756,0.37254901960784315,0.9295260347244473,0.37254901960784315,0.762432930189466
13526485.98,3650314.84,155,597.1700901949082,256.82793500765735,9,0.36919499006292517,0.2479026616999558,0.17647058823529413,0.6671927084459656,0.17647058823529413,0.5199760723827641
13523574.65,3671226.497,156,0.0,378.48971402346655,15,0.0,0.3653364558246942,0.29411764705882354,0.8903990632525917,0.29411764705882354,0.7115146383944612
13523558.5,3670225.635,157,0.0,201.1474054645179,17,0.0,0.19415713951524585,0.3333333333333333,0.9417528581454262,0.3333333333333333,0.7592270007017983
13517321.05,3661598.655,158,23.666454404321758,236.35343948510064,38,0.014631570706725164,0.2281396949617219,0.7450980392156863,0.9213159920167758,0.7450980392156863,0.8684506061764489
13517119.56,3662242.767,159,103.89567315330841,197.43056784756138,32,0.06423255726839429,0.19056946927866286,0.6274509803921569,0.8978663691285251,0.6274509803921569,0.8167417525076146
13522004.37,3666529.291,160,0.0,110.94427689691237,23,0.0,0.10708874617670183,0.45098039215686275,0.9678733761469893,0.45098039215686275,0.8128054809499513
13524049.98,3667475.543,161,0.0,192.94411114367497,32,0.0,0.18623892572442727,0.6274509803921569,0.9441283222826717,0.6274509803921569,0.8491251197155172
13534260.43,3677597.942,162,132.90076245485324,244.9061781360342,20,0.0821646905622151,0.23639520920836063,0.39215686274509803,0.8715661538439412,0.39215686274509803,0.7277433665142883
13556481.91,3647069.646,163,1031.0237491096086,350.73322115724125,3,0.6374210782775862,0.33854455540004635,0.058823529411764705,0.45224187858567577,0.058823529411764705,0.33421637383350244
13520626.68,3672534.396,164,394.62762766406223,163.0213428239062,12,0.24397495029671776,0.15735603215725893,0.23529411764705882,0.7820107251451198,0.23529411764705882,0.6179957428957015
13542285.23,3641549.73,165,0.0,185.27360276227134,2,0.0,0.17883498251908597,0.0392156862745098,0.9463495052442741,0.0392156862745098,0.6742093595533447
